time,open,high,low,close
2018-09-20,292.64001,293.94000,291.23999,293.57999
2018-09-21,293.089996,293.22000,291.81000,291.98999
2018-09-24,291.34000,291.5,290.37000,291.019989
2018-09-25,291.53000,291.64999,290.48001,290.75
2018-09-26,290.91000,292.23999,289.41000,289.88000
2018-09-27,290.41000,291.91000,290.10001,290.69000
2018-09-28,289.98999,291.28000,289.95001,290.72000
2018-10-01,292.10999,292.92999,290.98001,291.73001
2018-10-02,291.56000,292.35999,291.14001,291.56000
2018-10-03,292.73999,293.20999,291.32001,291.72000
2018-10-04,291.17999,291.23999,287.66000,289.44000
2018-10-05,289.69000,290.26999,286.22000,287.82001
2018-10-08,287.049988,288.22000,285.5,287.82001
2018-10-09,287.39001,288.85999,286.76999,287.39999
2018-10-10,286.82999,286.91000,277.88000,278.29999
2018-10-11,277.079987,278.89999,270.35999,272.17001
2018-10-12,276.76999,277.089996,272.37000,275.95001
2018-10-15,275.54999,277.040009,274.29999,274.39999
2018-10-16,276.60001,280.82001,276.070007,280.39999
2018-10-17,280.44000,281.14999,277.56000,280.45001
2018-10-18,279.39999,280.070007,274.97000,276.39999
2018-10-19,277.13000,279.29999,275.47000,276.25
2018-10-22,277,277.35999,274.41000,275.010010
2018-10-23,270.95001,274.87000,268.60999,273.60999
2018-10-24,273.32999,273.76001,264.70001,265.32001
2018-10-25,267.38000,271.81000,266.23001,270.079987
2018-10-26,265.92001,271,262.29001,265.32999
2018-10-29,268.79999,270.25,259.85001,263.85999
2018-10-30,263.67001,268.12000,263.12000,267.76999
2018-10-31,270.64999,273.23001,270.12000,270.63000
2018-11-01,271.60001,273.73001,270.38000,273.51001
2018-11-02,274.75,275.23001,269.59000,271.89001
2018-11-05,272.44000,274.010010,271.35001,273.39001
2018-11-06,273.32001,275.29999,273.25,275.12000
2018-11-07,277.56000,281.10001,277.079987,281.010010
2018-11-08,280.10999,281.22000,279.22000,280.5
2018-11-09,279.029999,279.23999,276.17999,277.76001
2018-11-12,277.19000,277.45999,271.98999,272.57001
2018-11-13,273.089996,275.32999,271.25,272.059998
2018-11-14,274.16000,274.60999,268.45001,270.20001
2018-11-15,268.78000,273.54001,267.010010,273.019989
2018-11-16,271.79001,274.75,271.20999,273.73001
2018-11-19,273.049988,273.38000,268.070007,269.10001
2018-11-20,265.35999,267,263.14999,264.12000
2018-11-21,265.85999,267.14999,265.010010,265.019989
2018-11-23,263.17999,264.82001,263.070007,263.25
2018-11-26,265.78000,267.75,265.34000,267.5
2018-11-27,266.34000,268.39999,265.66000,268.39999
2018-11-28,269.60001,274.57999,268.32999,274.57999
2018-11-29,273.70999,275.54999,272.42999,273.98001
2018-11-30,273.81000,276.28000,273.45001,275.64999
2018-12-03,280.28000,280.39999,277.51001,279.29999
2018-12-04,278.37000,278.85001,269.89999,270.25
2018-12-06,265.92001,269.97000,262.44000,269.84000
2018-12-07,269.45999,271.22000,262.63000,263.57001
2018-12-10,263.37000,265.16000,258.62000,264.070007
2018-12-11,267.66000,267.87000,262.48001,264.13000
2018-12-12,267.47000,269,265.37000,265.45999
2018-12-13,266.51999,267.48999,264.12000,265.37000
2018-12-14,262.95999,264.029999,259.85001,260.47000
2018-12-17,259.39999,260.64999,253.53000,255.36000
2018-12-18,257.20001,257.95001,253.28000,255.080002
2018-12-19,255.17000,259.39999,249.35001,251.25999
2018-12-20,249.86000,251.62000,244.64999,247.17000
2018-12-21,246.74001,249.71001,239.98000,240.70000
2018-12-24,239.039993,240.84000,234.27000,234.34000
2018-12-26,235.97000,246.17999,233.75999,246.17999
2018-12-27,242.57001,248.28999,238.96001,248.070007
2018-12-28,249.58000,251.39999,246.45000,247.75
2018-12-31,249.56000,250.19000,247.47000,249.92000
2019-01-02,245.98000,251.21001,245.95000,250.17999
2019-01-03,248.23000,248.57001,243.67000,244.21001
2019-01-04,247.59000,253.11000,247.17000,252.39000
2019-01-07,252.69000,255.95000,251.69000,254.38000
2019-01-08,256.82001,257.31000,254,256.76999
2019-01-09,257.56000,258.91000,256.19000,257.97000
2019-01-10,256.26001,259.16000,255.5,258.88000
2019-01-11,257.67999,259.010010,257.029999,258.98001
2019-01-14,256.85999,258.29999,256.41000,257.39999
2019-01-15,257.82001,260.70001,257.81000,260.35001
2019-01-16,260.82999,261.97000,260.60001,260.98001
2019-01-17,260.010010,263.92001,259.95999,262.95999
2019-01-18,264.98001,266.98001,263,266.45999
2019-01-22,264.82001,265.059998,261.059998,262.85999
2019-01-23,264.010010,264.79001,260.66000,263.41000
2019-01-24,263.20999,264.20001,262.079987,263.54999
2019-01-25,265.60999,266.70001,263.66000,265.78000
2019-01-28,263.39001,263.82999,261.79001,263.76001
