datetime;open;high;low;close
2026-01-08;688.82001;690.62000;687.48999;689.51001
2026-01-07;692.19000;693.96002;689.32001;689.58002
2026-01-06;687.92999;692.32001;687.78003;691.81000
2026-01-05;686.53998;689.42999;686.38000;687.71997
2026-01-02;685.71002;686.87000;679.82001;683.16998
2025-12-31;687.14001;687.35999;681.71002;681.91998
2025-12-30;687.45001;688.56000;686.58002;687.010010
2025-12-29;687.53998;689.20001;686.070007;687.84998
2025-12-26;690.64001;691.65997;689.27002;690.31000
2025-12-24;687.95001;690.83002;687.79999;690.38000
2025-12-23;683.91998;688.20001;683.87000;687.96002
2025-12-22;683.94000;685.35999;680.59003;684.83002
2025-12-19;676.59003;681.090027;676.46997;680.59003
2025-12-18;677.59998;680.73999;674.90002;676.46997
2025-12-17;679.89001;680.44000;671.20001;671.40002
2025-12-16;679.22998;681.080017;674.97998;678.87000
2025-12-15;685.73999;685.76001;679.25;680.72998
2025-12-12;688.16998;688.88000;679.16998;681.76001
2025-12-11;685.14001;689.25;682.16998;689.16998
2025-12-10;682.56000;688.96997;681.31000;687.57001
2025-12-09;683.15002;685.39001;682.59003;683.039978
2025-12-08;686.59003;686.64001;681.57001;683.63000
2025-12-05;685.46997;688.39001;684.58002;685.69000
2025-12-04;685.29999;685.37000;681.34003;684.39001
2025-12-03;680.57001;684.90997;679.69000;683.89001
2025-12-02;681.91998;683.82001;679.33002;681.53003
2025-12-01;678.81000;682.98999;678.73999;680.27002
2025-11-28;680.85999;683.66998;680.5;683.39001
2025-11-26;677.63000;681.70001;676.71997;679.67999
2025-11-25;668.63000;676.21002;664.47998;675.020020
2025-11-24;662.69000;670.059998;661.59003;668.72998
2025-11-21;655.049988;664.54999;650.84998;659.030029
2025-11-20;672.90997;675.56000;651.89001;652.53003
2025-11-19;660.78003;667.34003;658.75;662.63000
2025-11-18;662.099976;665.12000;655.85999;660.080017
2025-11-17;669.70001;673.71002;662.16998;665.66998
2025-11-14;665.38000;675.65997;663.27002;671.92999
2025-11-13;680.5;680.85999;670.52002;672.039978
2025-11-12;684.78998;684.96002;680.95001;683.38000
2025-11-11;679.95001;683.57001;678.72998;683
2025-11-10;677.23999;682.17999;675.030029;681.44000
2025-11-07;667.90997;671.080017;661.21002;670.96997
2025-11-06;676.46997;677.38000;668.71997;670.31000
2025-11-05;674.97998;680.85999;674.16998;677.58002
2025-11-04;676.10999;679.96002;674.58002;675.23999
2025-11-03;685.66998;685.79999;679.94000;683.34003
2025-10-31;685.039978;685.080017;679.23999;682.059998
2025-10-30;683.90002;685.94000;679.83002;679.83002
2025-10-29;688.71997;689.70001;682.87000;687.39001
2025-10-28;687.049988;688.90997;684.83002;687.059998
2025-10-27;682.72998;685.53998;682.12000;685.23999
2025-10-24;676.46002;678.46997;675.65002;677.25
2025-10-23;668.12000;672.71002;667.79999;671.76001
2025-10-22;672;672;663.29999;667.79999
2025-10-21;671.44000;672.98999;669.97998;671.28998
2025-10-20;667.32001;672.21002;667.27002;671.29999
2025-10-17;659.5;665.76001;658.14001;664.39001
2025-10-16;666.82001;668.71002;657.10999;660.64001
2025-10-15;666.82001;670.22998;658.92999;665.16998
2025-10-14;657.16998;665.83002;653.16998;662.22998
2025-10-13;660.65002;665.13000;659.77002;663.039978
2025-10-10;672.13000;673.95001;652.84003;653.020020
2025-10-09;673.53003;673.94000;669.21002;671.15997
2025-10-08;670.25;673.21002;669.41998;673.10999
2025-10-07;672.53998;672.98999;667.66998;669.12000
2025-10-06;671.62000;672.51001;669.46002;671.60999
2025-10-03;669.98999;672.67999;668.15997;669.21002
2025-10-02;670.45001;670.57001;666.78003;669.21997
2025-10-01;663.16998;669.37000;663.059998;668.45001
2025-09-30;662.92999;666.65002;661.60999;666.17999
2025-09-29;664.35999;665.28003;661.85999;663.67999
2025-09-26;659.51001;662.37000;657.88000;661.82001
2025-09-25;657.94000;659.40997;654.40997;658.049988
2025-09-24;664.51001;664.60999;659.66998;661.099976
2025-09-23;666.71997;667.34003;661.97998;663.21002
2025-09-22;662.20001;667.28998;662.16998;666.84003
2025-09-19;662.33002;664.54999;660.37000;663.70001
2025-09-18;661.89001;664.89001;660.27002;662.26001
2025-09-17;660.010010;661.71997;654.29999;659.17999
2025-09-16;661.46997;661.78003;659.21002;660
2025-09-15;659.64001;661.039978;659.34003;660.90997
2025-09-12;657.59998;659.10999;656.90002;657.40997
2025-09-11;654.17999;658.33002;653.59003;657.63000
2025-09-10;653.62000;654.54999;650.63000;652.21002
2025-09-09;648.96997;650.85999;647.21997;650.33002
2025-09-08;648.62000;649.84003;647.22998;648.83002
2025-09-05;651.47998;652.21002;643.33002;647.23999
2025-09-04;644.41998;649.15002;643.51001;649.12000
2025-09-03;642.66998;644.21002;640.46002;643.73999
2025-09-02;637.5;640.48999;634.91998;640.27002
2025-08-29;647.46997;647.84003;643.14001;645.049988
2025-08-28;647.23999;649.47998;645.34003;648.91998
2025-08-27;644.57001;647.37000;644.41998;646.63000
2025-08-26;642.20001;645.51001;641.57001;645.15997
2025-08-25;644.039978;645.28998;642.34998;642.46997
2025-08-22;637.76001;646.5;637.25;645.31000
2025-08-21;636.28003;637.96997;633.81000;635.54999
2025-08-20;639.40002;639.65997;632.95001;638.10999
2025-08-19;643.12000;644.10999;638.47998;639.81000
2025-08-18;642.85999;644;642.17999;643.29999
2025-08-15;645.98999;646.090027;642.52002;643.44000
2025-08-14;642.78998;645.62000;642.34003;644.95001
2025-08-13;644.90997;646.19000;642.67999;644.89001
2025-08-12;638.28998;642.84998;636.78998;642.69000
2025-08-11;637.46002;638.95001;634.65997;635.91998
2025-08-08;634.059998;637.65002;633.73999;637.17999
2025-08-07;636.23999;636.97998;629.10999;632.25
2025-08-06;629.049988;633.44000;628.13000;632.78003
2025-08-05;631.78998;632.60999;627.039978;627.96997
2025-08-04;625.66998;631.21997;625.58002;631.16998
2025-08-01;626.29999;626.34003;619.28998;621.71997
2025-07-31;639.46002;639.84998;630.77002;632.080017
2025-07-30;635.91998;637.67999;631.53998;634.46002
2025-07-29;638.34998;638.66998;634.34003;635.26001
2025-07-28;637.47998;638.039978;635.53998;636.94000
2025-07-25;635.090027;637.58002;634.84003;637.099976
2025-07-24;634.59998;636.15002;633.98999;634.41998
2025-07-23;631.54999;634.21002;629.72998;634.21002
2025-07-22;629.099976;629.72998;626.19000;628.85999
2025-07-21;628.77002;631.53998;628.34003;628.77002
2025-07-18;629.29999;629.46997;626.46002;627.58002
2025-07-17;624.40002;628.40002;624.17999;628.039978
2025-07-16;623.73999;624.72998;618.049988;624.21997
2025-07-15;627.52002;627.85999;622.059998;622.14001
2025-07-14;623.15997;625.15997;621.79999;624.81000
2025-07-11;622.73999;624.85999;621.53003;623.62000
2025-07-10;624.20001;626.87000;623.010010;625.82001
2025-07-09;622.77002;624.71997;620.90997;624.059998
2025-07-08;621.34998;622.10999;619.52002;620.34003
2025-07-07;623.35999;624.030029;617.87000;620.67999
2025-07-03;622.45001;626.28003;622.42999;625.34003
2025-07-02;617.23999;620.48999;616.60999;620.45001
2025-07-01;616.35999;618.83002;615.52002;617.65002
2025-06-30;617.38000;619.21997;615.039978;617.84998
2025-06-27;612.88000;616.39001;610.83002;614.90997
2025-06-26;608.98999;612.31000;608.37000;611.87000
2025-06-25;607.90997;608.60999;605.53998;607.12000
2025-06-24;604.33002;607.84998;603.40997;606.78003
2025-06-23;595.039978;600.53998;591.89001;600.15002
2025-06-20;598.38000;599.46002;592.85999;594.28003
2025-06-18;598.44000;601.21997;596.46997;597.44000
2025-06-17;600.21002;601.75;596.76001;597.53003
2025-06-16;600.40002;604.45001;600.21997;602.67999
2025-06-13;598.5;601.84998;595.47998;597
2025-06-12;600.010010;603.75;599.52002;603.75
2025-06-11;604.19000;605.059998;599.27002;601.35999
2025-06-10;600.21997;603.46997;599.090027;603.080017
2025-06-09;599.71997;601.25;598.48999;599.67999
2025-06-06;598.65997;600.83002;596.85999;599.14001
2025-06-05;597.63000;599;591.049988;593.049988
2025-06-04;596.96002;597.95001;595.48999;595.92999
2025-06-03;592.34003;597.080017;591.84998;596.090027
2025-06-02;587.76001;592.78998;585.059998;592.71002
2025-05-30;588.92999;591.13000;583.23999;589.39001
2025-05-29;593.059998;593.20001;586.070007;590.049988
2025-05-28;591.56000;592.77002;586.98999;587.72998
2025-05-27;586.070007;591.31000;578.42999;591.15002
2025-05-23;575.97998;581.81000;575.59998;579.10999
2025-05-22;582.65997;586.62000;581.40997;583.090027
2025-05-21;588.44000;592.58002;581.82001;582.85999
2025-05-20;593.090027;594.049988;589.59998;592.84998
2025-05-19;588.099976;595.53998;588.099976;594.84998
2025-05-16;591.25;594.5;589.28003;594.20001
2025-05-15;585.56000;590.96997;585.099976;590.46002
2025-05-14;587.81000;588.97998;585.53998;587.59003
2025-05-13;583.40997;589.080017;582.84003;586.84003
2025-05-12;581.46997;583;577.039978;582.98999
2025-05-09;566.47998;567.5;562.76001;564.34003
2025-05-08;565.23999;570.31000;561.70001;565.059998
2025-05-07;560.15002;563.82001;556.039978;561.15002
2025-05-06;557.92999;563.34998;556.96002;558.79999
2025-05-05;562.57001;566.65002;561.70001;563.51001
2025-05-02;564.72998;568.38000;562.38000;566.76001
2025-05-01;560.37000;564.070007;557.85999;558.46997
2025-04-30;547.57001;556.52002;541.52002;554.53998
2025-04-29;548.90997;555.45001;548.54999;554.32001
2025-04-28;551.39001;553.54999;545.020020;550.84998
2025-04-25;546.65002;551.049988;543.69000;550.64001
2025-04-24;536.71997;547.42999;535.45001;546.69000
2025-04-23;540.42999;545.42999;533.88000;535.41998
2025-04-22;520.14001;529.29999;519.19000;527.25
2025-04-21;521.15997;521.70001;508.45999;513.88000
2025-04-17;527.64001;531.16998;523.90997;526.40997
2025-04-16;531.67999;537.89001;520.28998;525.65997
2025-04-15;539.66998;543.22998;536.81000;537.60999
2025-04-14;544.049988;544.28003;533.85999;539.12000
2025-04-11;523.010010;536.42999;520.070007;533.94000
2025-04-10;532.16998;533.5;509.32001;524.58002
2025-04-09;493.44000;548.62000;493.049988;548.62000
2025-04-08;521.85999;524.97998;489.16000;496.48001
2025-04-07;489.19000;523.16998;481.79999;504.38000
2025-04-04;523.66998;525.87000;505.059998;505.28000
2025-04-03;545.10999;547.96997;536.70001;536.70001
2025-04-02;555.049988;567.41998;554.81000;564.52002
2025-04-01;557.45001;562.94000;553.67999;560.96997
2025-03-31;549.83002;560.71002;546.87000;559.39001
2025-03-28;565.53003;566.27002;555.070007;555.65997
2025-03-27;567.17999;570.90002;564.94000;567.080017
2025-03-26;575.19000;576.33002;567.19000;568.59003
2025-03-25;575.29999;576.40997;573.69000;575.46002
2025-03-24;570.79999;575.15002;570.20001;574.080017
2025-03-21;559.28003;564.89001;558.030029;563.97998
2025-03-20;563.33002;570.57001;562.59998;565.48999
2025-03-19;562.83002;570.95001;561.63000;567.13000
2025-03-18;564.79999;565.020020;559.059998;561.020020
2025-03-17;562.78998;569.71002;562.34998;567.15002
2025-03-14;556.10999;563.83002;551.48999;562.81000
2025-03-13;558.48999;559.10999;549.67999;551.41998
2025-03-12;562.16998;563.10999;553.69000;558.87000
2025-03-11;559.40002;564.020020;552.020020;555.91998
2025-03-10;567.59003;569.53998;555.59003;560.58002
2025-03-07;570.90002;577.39001;565.63000;575.91998
2025-03-06;575.47998;580.16998;570.12000;572.71002
2025-03-05;576.69000;584.88000;573.080017;583.059998
2025-03-04;579.71002;585.39001;572.25;576.85999
2025-03-03;596.17999;597.34003;579.90002;583.77002
2025-02-28;585.56000;594.71997;582.44000;594.17999
2025-02-27;596.84998;598.020020;584.65002;585.049988
2025-02-26;595.92999;599.58002;591.85999;594.53998
2025-02-25;597.15002;597.89001;589.56000;594.23999
2025-02-24;602.020020;603.030029;596.48999;597.21002
2025-02-21;610.15997;610.29999;599.46997;599.94000
2025-02-20;611.53998;611.67999;607.020020;610.38000
2025-02-19;610.080017;613.22998;609.56000;612.92999
2025-02-18;610.88000;611.48999;608.38000;611.48999
2025-02-14;609.94000;610.98999;609.070007;609.70001
2025-02-13;604.47998;609.94000;603.20001;609.72998
2025-02-12;599.20001;604.54999;598.51001;603.35999
2025-02-11;602.54999;605.85999;602.42999;605.31000
2025-02-10;604.030029;605.5;602.73999;604.84998
2025-02-07;606.89001;608.13000;600.049988;600.77002
2025-02-06;605.98999;606.45001;602.63000;606.32001
2025-02-05;600.64001;604.37000;598.58002;604.21997
2025-02-04;597.83002;602.29999;597.28003;601.78003
2025-02-03;592.66998;600.28998;590.48999;597.77002
2025-01-31;607.5;609.96002;601.049988;601.82001
2025-01-30;603.96002;606.59998;600.71997;605.039978
2025-01-29;603.71997;604.13000;599.21997;601.81000
2025-01-28;600.62000;605.37000;597.25;604.52002
2025-01-27;594.81000;599.69000;594.64001;599.37000
2025-01-24;609.81000;610.78003;606.79999;607.96997
2025-01-23;605.79999;609.75;605.52002;609.75
2025-01-22;605.91998;607.82001;605.35999;606.44000
2025-01-21;600.66998;603.059998;598.66998;603.049988
2025-01-17;596.96002;599.35999;595.60999;597.58002
2025-01-16;594.16998;594.34998;590.92999;591.64001
2025-01-15;590.33002;593.94000;589.20001;592.78003
2025-01-14;584.35999;585;578.34998;582.19000
2025-01-13;575.77002;581.75;575.34998;581.39001
2025-01-10;585.88000;585.95001;578.54999;580.48999
2025-01-08;588.70001;590.58002;585.20001;589.48999
2025-01-07;597.41998;597.75;586.78003;588.63000
2025-01-06;596.27002;599.70001;593.59998;595.35999
2025-01-03;587.53003;592.59998;586.42999;591.95001
2025-01-02;589.39001;591.13000;580.5;584.64001
2024-12-31;589.90997;590.64001;584.41998;586.080017
2024-12-30;587.89001;591.73999;584.40997;588.21997
2024-12-27;597.53998;597.78003;590.76001;595.010010
2024-12-26;599.5;602.47998;598.080017;601.34003
2024-12-24;596.059998;601.34003;595.46997;601.29999
2024-12-23;590.89001;595.29999;587.65997;594.69000
2024-12-20;581.77002;595.75;580.90997;591.15002
2024-12-19;591.35999;593;585.84998;586.099976
2024-12-18;603.97998;606.40997;585.89001;586.28003
2024-12-17;604.19000;605.16998;602.89001;604.28998
2024-12-16;606;607.78003;605.21002;606.78998
2024-12-13;606.40002;607.13000;602.81000;604.21002
2024-12-12;606.58002;607.15997;604.33002;604.33002
2024-12-11;605.78003;608.42999;605.5;607.46002
2024-12-10;605.37000;605.79999;602.13000;602.79999
2024-12-09;607.69000;607.85999;604.080017;604.67999
2024-12-06;607.44000;609.070007;607.020020;607.81000
2024-12-05;607.65997;608.47998;606.29999;606.65997
2024-12-04;605.63000;607.90997;604.95001;607.65997
2024-12-03;603.39001;604.15997;602.34003;603.90997
2024-12-02;602.96997;604.32001;602.46997;603.63000
2024-11-29;599.65997;603.34998;599.38000;602.54999
2024-11-27;600.46002;600.84998;597.28003;598.83002
2024-11-26;598.79999;601.33002;598.070007;600.65002
2024-11-25;599.52002;600.85999;595.20001;597.53003
2024-11-22;593.65997;596.15002;593.15002;595.51001
2024-11-21;593.40002;595.12000;587.45001;593.66998
2024-11-20;590.38000;590.78998;584.63000;590.5
2024-11-19;584.71002;591.039978;584.030029;590.29999
2024-11-18;586.21997;589.48999;585.34003;588.15002
2024-11-15;589.71997;590.20001;583.85999;585.75
2024-11-14;597.32001;597.81000;592.65002;593.34998
2024-11-13;597.37000;599.22998;594.96002;597.19000
2024-11-12;598.67999;599.28998;594.37000;596.90002
2024-11-11;599.81000;600.16998;597;598.76001
2024-11-08;596.16998;599.64001;596.16998;598.19000
2024-11-07;593.080017;596.65002;593;595.60999
2024-11-06;589.20001;591.92999;585.39001;591.039978
2024-11-05;570.73999;576.73999;570.52002;576.70001
2024-11-04;571.17999;572.5;567.89001;569.81000
2024-11-01;571.32001;575.54999;570.62000;571.039978
2024-10-31;575.56000;575.63000;568.44000;568.64001
2024-10-30;581.28998;583.32001;579.28998;580.010010
2024-10-29;579.84998;582.90997;578.42999;581.77002
2024-10-28;582.58002;582.71002;580.52002;580.83002
2024-10-25;581.51001;584.46002;578.080017;579.039978
2024-10-24;579.97998;580.059998;576.57001;579.23999
2024-10-23;581.26001;581.71002;574.41998;577.98999
2024-10-22;581.049988;584.5;580.38000;583.32001
2024-10-21;583.84998;584.84998;580.59998;583.63000
2024-10-18;584.070007;585.39001;582.58002;584.59003
2024-10-17;585.90997;586.12000;582.15997;582.34998
2024-10-16;579.78003;582.83002;578.96002;582.29999
2024-10-15;584.59003;584.90002;578.53998;579.78003
2024-10-14;581.21997;585.27002;580.72998;584.32001
2024-10-11;576.049988;580.33002;575.90997;579.58002
2024-10-10;575.77002;577.58002;574.48999;576.13000
2024-10-09;573.15997;577.71002;572.54999;577.14001
2024-10-08;570.41998;573.78003;569.53003;573.16998
2024-10-07;571.29999;571.96002;566.63000;567.79999
2024-10-04;572.34998;573.35999;568.099976;572.97998
2024-10-03;567.35999;569.79999;565.48999;567.82001
2024-10-02;567.71002;569.90002;565.27002;568.85999
2024-10-01;573.40002;574.059998;566;568.62000
2024-09-30;570.41998;574.38000;568.080017;573.76001
2024-09-27;573.39001;574.21997;570.41998;571.46997
2024-09-26;574.38000;574.71002;569.90002;572.29999
2024-09-25;571.14001;571.89001;568.90997;570.039978
2024-09-24;570.47998;571.35999;567.59998;571.29999
2024-09-23;569.34003;570.33002;568.099976;569.66998
2024-09-20;567.84003;569.31000;565.16998;568.25
2024-09-19;571.010010;572.88000;568.080017;570.97998
2024-09-18;563.73999;568.69000;560.83002;561.40002
2024-09-17;565.099976;566.58002;560.78998;563.070007
2024-09-16;561.73999;563.10999;559.90002;562.84003
2024-09-13;559.71002;563.030029;559.45001;562.010010
2024-09-12;555.010010;559.40002;552.73999;559.090027
2024-09-11;548.70001;555.35999;539.96002;554.41998
2024-09-10;548.35999;549.15002;543.38000;548.78998
2024-09-09;544.65002;547.71002;542.67999;546.40997
2024-09-06;549.94000;551.59998;539.44000;540.35999
2024-09-05;550.89001;553.79999;547.099976;549.60999
2024-09-04;550.20001;554.42999;549.46002;550.95001
2024-09-03;560.46997;560.81000;549.51001;552.080017
2024-08-30;560.77002;564.20001;557.14001;563.67999
2024-08-29;560.31000;563.67999;557.17999;558.34998
2024-08-28;561.21002;561.65002;555.039978;558.29999
2024-08-27;559.48999;562.059998;558.32001;561.56000
2024-08-26;563.17999;563.90997;559.049988;560.78998
2024-08-23;559.53003;563.090027;557.28998;562.13000
2024-08-22;562.56000;563.17999;554.97998;556.21997
2024-08-21;559.77002;562.10999;554.72998;560.62000
2024-08-20;559.15002;560.84003;557.33002;558.70001
2024-08-19;554.72998;559.60999;553.85999;559.60999
2024-08-16;551.41998;555.020020;551.26001;554.31000
2024-08-15;549.5;553.35999;548.88000;553.070007
2024-08-14;542.84998;544.96002;540.12000;543.75
2024-08-13;536.53003;542.28003;536.28003;542.039978
2024-08-12;534.21002;535.72998;530.95001;533.27002
2024-08-09;529.81000;534.51001;528.56000;532.98999
2024-08-08;523.90997;531.28998;521.84003;530.65002
2024-08-07;528.46997;531.59003;518.049988;518.65997
2024-08-06;519.21997;529.75;517.87000;522.15002
2024-08-05;511.64001;523.58002;510.26999;517.38000
2024-08-02;535.75;536.98999;528.59998;532.90002
2024-08-01;552.57001;554.87000;539.42999;543.010010
