time,open,high,low,close,New York VWAP,VWAP_NY - STDEV +2,VWAP_NY - STDEV +1,VWAP_NY - STDEV -1,VWAP_NY - STDEV -2,Pivot,R1,S1,R2,S2,R3,S3,Pivot Label,Volume,MA,ATR
2026-09-09T20:16:00-04:00,29468.5,29470.75,29459,29465.5,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,1735,12,11.75
2026-09-09T20:17:00-04:00,29466.5,29469.5,29461.5,29469.5,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,861,11.805555555555555,8
2026-09-09T20:18:00-04:00,29469,29475,29468.75,29474.25,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,1142,11.88888888888889,6.25
2026-09-09T20:19:00-04:00,29473.75,29474.5,29462.25,29464.5,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,1041,12.694444444444445,12.25
2026-09-09T20:20:00-04:00,29465.5,29467.25,29459.25,29462.5,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,767,11.694444444444445,8
2026-09-09T20:21:00-04:00,29462,29471.5,29460.75,29469.75,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,903,11.75,10.75
2026-09-09T20:22:00-04:00,29470.25,29473,29467.25,29470.25,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,645,10.88888888888889,5.75
2026-09-09T20:23:00-04:00,29470.25,29473.75,29465.5,29468.25,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,767,10.333333333333334,8.25
2026-09-09T20:24:00-04:00,29469,29470.25,29464,29464,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,650,8.583333333333334,6.25
2026-09-09T20:25:00-04:00,29464.25,29467.75,29454.75,29458,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,1101,8.722222222222221,13
2026-09-09T20:26:00-04:00,29457.75,29467.5,29455,29462.75,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,1065,9.222222222222221,12.5
2026-09-09T20:27:00-04:00,29462.75,29472,29462.75,29470.75,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,783,9.555555555555555,9.25
2026-09-09T20:28:00-04:00,29470.75,29478,29470,29475.75,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,1190,9.083333333333334,8
2026-09-09T20:29:00-04:00,29476,29476.75,29471.25,29473.25,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,591,8.805555555555555,5.5
2026-09-09T20:30:00-04:00,29473.25,29475.75,29468.5,29473,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,917,8.416666666666666,7.25
2026-09-09T20:31:00-04:00,29472,29473,29466.25,29467.75,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,529,8.527777777777779,6.75
2026-09-09T20:32:00-04:00,29468,29469.5,29462.5,29463.25,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,461,8.38888888888889,7
2026-09-09T20:33:00-04:00,29463.75,29465,29455.5,29456.75,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,1094,8.75,9.5
2026-09-09T20:34:00-04:00,29457,29461.75,29455.25,29459.5,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,745,8.027777777777779,6.5
2026-09-09T20:35:00-04:00,29459,29459.5,29452.75,29455.75,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,793,7.388888888888889,6.75
2026-09-09T20:36:00-04:00,29455.75,29464.25,29455.25,29463.25,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,849,7.361111111111111,9
2026-09-09T20:37:00-04:00,29463,29464,29455.25,29455.5,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,721,7.444444444444445,8.75
2026-09-09T20:38:00-04:00,29454.75,29459.25,29453,29457.5,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,663,7.527777777777778,6.25
2026-09-09T20:39:00-04:00,29457.5,29458.5,29453.25,29456,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,413,7.305555555555555,5.25
2026-09-09T20:40:00-04:00,29456,29456.25,29447,29448.25,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,1457,7.583333333333333,9.25
2026-09-09T20:41:00-04:00,29448,29450.5,29442.5,29445.75,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,1280,7.694444444444445,8
2026-09-09T20:42:00-04:00,29445.75,29448.25,29441.75,29444.5,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,879,7.361111111111111,6.5
2026-09-09T20:43:00-04:00,29444.5,29452.25,29442.5,29451,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,820,7.722222222222222,9.75
2026-09-09T20:44:00-04:00,29451,29458.75,29450,29456.5,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,1004,7.944444444444445,8.75
2026-09-09T20:45:00-04:00,29456.25,29456.25,29443.75,29444.5,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,1165,8.36111111111111,12.75
2026-09-09T20:46:00-04:00,29445.25,29445.75,29435,29441.5,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,1956,8.583333333333334,10.75
2026-09-09T20:47:00-04:00,29441.75,29449,29439.25,29444,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,1131,8.972222222222221,9.75
2026-09-09T20:48:00-04:00,29443.75,29447,29436.75,29439.75,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,917,9.527777777777779,10.25
2026-09-09T20:49:00-04:00,29440.25,29442.5,29438.25,29438.75,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,481,8.972222222222221,4.25
2026-09-09T20:50:00-04:00,29439.25,29439.25,29422.75,29424,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,2660,9.916666666666666,16.5
2026-09-09T20:51:00-04:00,29423.5,29430.5,29423,29428,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,1195,10.027777777777779,7.5
2026-09-09T20:52:00-04:00,29427.25,29436.5,29427,29435.25,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,1075,10,9.5
2026-09-09T20:53:00-04:00,29435,29435,29429.75,29430.25,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,663,9.63888888888889,5.5
2026-09-09T20:54:00-04:00,29430.5,29433.25,29426,29429.5,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,648,9.027777777777779,7.25
2026-09-09T20:55:00-04:00,29428.75,29428.75,29422.25,29425.25,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,799,8.63888888888889,7.25
2026-09-09T20:56:00-04:00,29424.5,29428.5,29418,29419.75,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,1599,8.722222222222221,10.5
2026-09-09T20:57:00-04:00,29419.25,29422.5,29407.75,29417.25,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,2710,9.222222222222221,14.75
2026-09-09T20:58:00-04:00,29417.25,29422.5,29412.25,29412.25,,,,,,29449.833333333332,29471.32083333333,29428.345833333333,29484.595833333333,29415.07083333333,29506.083333333332,29393.583333333332,29449.833333333332,1031,9.88888888888889,10.25
2026-09-09T20:59:00-04:00,29412.5,29418.75,29410.75,29413.5,,,,,,,,,,,,,29449.833333333332,1051,8.944444444444445,8
2026-09-09T21:00:00-04:00,29414.25,29425.5,29409.75,29423.5,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29449.833333333332,1709,9.86111111111111,15.75
2026-09-09T21:01:00-04:00,29423.5,29427.5,29408.5,29410,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1751,10.916666666666666,19
2026-09-09T21:02:00-04:00,29410,29412.75,29403,29406.25,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1903,11.38888888888889,9.75
2026-09-09T21:03:00-04:00,29406,29414.75,29406,29413.75,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,758,11.555555555555555,8.75
2026-09-09T21:04:00-04:00,29413.5,29418.75,29408,29414.25,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,892,11.944444444444445,10.75
2026-09-09T21:05:00-04:00,29414.5,29425,29411.75,29413.5,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1209,12.25,13.25
2026-09-09T21:06:00-04:00,29413.25,29413.25,29403.25,29407.5,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1808,11.75,10.25
2026-09-09T21:07:00-04:00,29407.5,29419,29405.25,29418.25,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,805,12.13888888888889,13.75
2026-09-09T21:08:00-04:00,29417.75,29421.25,29415.25,29418.75,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,736,11.916666666666666,6
2026-09-09T21:09:00-04:00,29419.25,29421,29410.5,29410.5,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,817,11.333333333333334,10.5
2026-09-09T21:10:00-04:00,29410.25,29415,29407.5,29411,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,793,10.055555555555555,7.5
2026-09-09T21:11:00-04:00,29411.5,29412.25,29405,29405,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,670,9.777777777777779,7.25
2026-09-09T21:12:00-04:00,29405.75,29411.75,29395.25,29396.75,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1896,10.63888888888889,16.5
2026-09-09T21:13:00-04:00,29396.25,29401.25,29388.5,29398.75,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,2000,10.86111111111111,12.75
2026-09-09T21:14:00-04:00,29399.25,29409.25,29398.25,29399.75,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1424,10.61111111111111,11
2026-09-09T21:15:00-04:00,29400,29402.25,29394.75,29398,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1090,10.305555555555555,7.5
2026-09-09T21:16:00-04:00,29398,29401,29390,29393.75,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,909,10,11
2026-09-09T21:17:00-04:00,29393.5,29400,29392.75,29399,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,878,10.13888888888889,7.25
2026-09-09T21:18:00-04:00,29399.25,29408.75,29394,29408,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1431,10.61111111111111,14.75
2026-09-09T21:19:00-04:00,29408.25,29414.25,29406.5,29413.25,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1439,10.63888888888889,7.75
2026-09-09T21:20:00-04:00,29413.75,29415.5,29384.75,29388.5,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,3002,13.25,30.75
2026-09-09T21:21:00-04:00,29388.5,29395.75,29386.75,29392,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1459,12.416666666666666,9
2026-09-09T21:22:00-04:00,29391.75,29392.5,29381.25,29391,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1888,12.25,11.25
2026-09-09T21:23:00-04:00,29390.75,29397.5,29389,29390.5,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,903,11.972222222222221,8.5
2026-09-09T21:24:00-04:00,29390,29393,29383,29388.5,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,854,12.25,10
2026-09-09T21:25:00-04:00,29388.5,29393.5,29386.75,29389.25,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,719,11.777777777777779,6.75
2026-09-09T21:26:00-04:00,29388.75,29391.25,29382.5,29384.25,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,773,11.944444444444445,8.75
2026-09-09T21:27:00-04:00,29383.75,29387.25,29377.25,29380.5,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1232,11.416666666666666,10
2026-09-09T21:28:00-04:00,29380,29382.5,29373.25,29375.75,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1657,11.583333333333334,9.25
2026-09-09T21:29:00-04:00,29375.5,29378.5,29372.5,29375.5,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,868,8.833333333333334,6
2026-09-09T21:30:00-04:00,29375.75,29384.5,29374,29379.25,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1214,9,10.5
2026-09-09T21:31:00-04:00,29378.75,29383,29372.25,29376,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1073,8.944444444444445,10.75
2026-09-09T21:32:00-04:00,29376.25,29384.25,29372.5,29378.25,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1023,9.305555555555555,11.75
2026-09-09T21:33:00-04:00,29378.25,29380.25,29372,29372.5,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,577,9.11111111111111,8.25
2026-09-09T21:34:00-04:00,29372.5,29372.75,29365.75,29367.75,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1466,9.13888888888889,7
2026-09-09T21:35:00-04:00,29367.25,29369,29364.5,29367.25,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,842,8.666666666666666,4.5
2026-09-09T21:36:00-04:00,29366.5,29371,29364.25,29370.25,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,930,8.305555555555555,6.75
2026-09-09T21:37:00-04:00,29370,29371.25,29366.25,29369,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,709,7.833333333333333,5
2026-09-09T21:38:00-04:00,29369.25,29374.75,29366.5,29367.25,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,990,8.083333333333334,8.25
2026-09-09T21:39:00-04:00,29367.25,29382.75,29367.25,29381.5,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1336,8.63888888888889,15.5
2026-09-09T21:40:00-04:00,29382,29393,29381.25,29391.75,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1767,8.75,11.75
2026-09-09T21:41:00-04:00,29391.25,29397,29384.5,29395.5,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1560,8.833333333333334,12.5
2026-09-09T21:42:00-04:00,29395.5,29395.5,29387.25,29389.75,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,981,8.833333333333334,8.25
2026-09-09T21:43:00-04:00,29390.25,29393.5,29387.25,29393.5,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,780,8.75,6.25
2026-09-09T21:44:00-04:00,29393,29404.25,29391.25,29400,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1308,9.694444444444445,13
2026-09-09T21:45:00-04:00,29400.5,29403.25,29393.75,29402,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1209,10,9.5
2026-09-09T21:46:00-04:00,29402,29408.5,29400.75,29408.5,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1428,10.305555555555555,7.75
2026-09-09T21:47:00-04:00,29408.5,29416,29406.75,29415.25,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1981,10.416666666666666,9.25
2026-09-09T21:48:00-04:00,29415.5,29417.5,29409.5,29411.75,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1094,9.583333333333334,8
2026-09-09T21:49:00-04:00,29412.25,29414.5,29410.25,29412.5,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,472,8.75,4.25
2026-09-09T21:50:00-04:00,29412.5,29417.25,29411.25,29414.75,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,752,8.027777777777779,6
2026-09-09T21:51:00-04:00,29414.5,29414.75,29405,29407.25,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1210,8.194444444444445,9.75
2026-09-09T21:52:00-04:00,29407.5,29410.5,29405.75,29407.5,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,475,8.027777777777779,4.75
2026-09-09T21:53:00-04:00,29407.5,29407.75,29388.5,29391.75,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,2012,8.722222222222221,19.25
2026-09-09T21:54:00-04:00,29391.25,29391.5,29385,29387,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1297,8.416666666666666,6.75
2026-09-09T21:55:00-04:00,29387.5,29401.25,29386.25,29396.5,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1554,9.222222222222221,15
2026-09-09T21:56:00-04:00,29396.75,29402.5,29394.75,29396.5,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,898,9.055555555555555,7.75
2026-09-09T21:57:00-04:00,29396,29409,29395.5,29406,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,1079,9.666666666666666,13.5
2026-09-09T21:58:00-04:00,29406.5,29413.75,29405.25,29411.25,,,,,,29433.75,29461.3495,29406.1505,29478.4005,29389.0995,29506,29361.5,29433.75,829,10.13888888888889,8.5
2026-09-09T21:59:00-04:00,29411.25,29413.25,29409.5,29410.75,,,,,,,,,,,,,29433.75,408,9.88888888888889,3.75
2026-09-09T22:00:00-04:00,29411.25,29411.25,29398.25,29401.25,,,,,,29400.833333333332,29424.99483333333,29376.671833333334,29439.921833333334,29361.74483333333,29464.083333333332,29337.583333333332,29433.75,1384,10.25,13
2026-09-09T22:01:00-04:00,29401.5,29408,29401.25,29403.5,,,,,,29400.833333333332,29424.99483333333,29376.671833333334,29439.921833333334,29361.74483333333,29464.083333333332,29337.583333333332,29400.833333333332,661,10.472222222222221,6.75
